순번,학원명,연락처,주소,설립·운영자,교습과정,정원,교습기간(일),총교습시간(분),교습비세부내역,,,"적용일
(최종교습비 
변경일)"
,,,,,중등C,,,,0,0,0,
3853,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,6,1개월0일,2880,"600,000","600,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,중등D,,,,0,0,0,
3854,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,2160,"450,000","450,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,중등E,,,,0,0,0,
3855,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,6,1개월0일,1120,"200,000","200,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등A,,,,0,0,0,
3856,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,6,1개월0일,2240,"400,000","400,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등B,,,,0,0,0,
3857,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,6,1개월0일,3360,"600,000","600,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등C,,,,0,0,0,
3858,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,6,1개월0일,4480,"800,000","800,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등D,,,,0,0,0,
3859,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,1440,"250,000","250,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등노하우,,,,0,0,0,
3860,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,1920,"330,000","330,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등연산,,,,0,0,0,
3861,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,1920,"330,000","330,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등특강A,,,,0,0,0,
3862,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,2000,"360,000","360,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등특강B,,,,0,0,0,
3863,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,1500,"270,000","270,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등특강C,,,,0,0,0,
3864,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,1680,"300,000","300,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등특강D,,,,0,0,0,
3865,포항남구소마사고력수학학원,,"경상북도 포항시 남구 대이로 112 , 3층(대잠동)",8,보통교과,8,1개월0일,2520,"450,000","450,000",0,20241227
,,,,,보습,,,,0,0,0,
,,,,,초등특강E,,,,0,0,0,
3866,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"290,000","240,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,고등국어,,,,0,0,"50,000",
3867,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"240,000","240,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,고등국어,,,,0,0,0,
3868,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"265,000","240,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,고등국어,,,,0,0,"25,000",
3869,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"265,000","240,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,고등수학,,,,0,0,"25,000",
3870,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"240,000","240,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,고등수학,,,,0,0,0,
3871,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"290,000","240,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,고등수학,,,,0,0,"50,000",
3872,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"240,000","240,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,0,
3873,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"265,000","240,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,"25,000",
3874,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,8,1개월0일,1134,"290,000","240,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,"50,000",
3875,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,1008,"150,000","150,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,중등과학,,,,0,0,0,
3876,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,1008,"175,000","150,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등과학,,,,0,0,"25,000",
3877,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,1008,"200,000","150,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등과학,,,,0,0,"50,000",
3878,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,672,"120,000","120,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,중등국어,,,,0,0,0,
3879,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,672,"145,000","120,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등국어,,,,0,0,"25,000",
3880,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,672,"170,000","120,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등국어,,,,0,0,"50,000",
3881,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,672,"120,000","120,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,중등사회,,,,0,0,0,
3882,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,672,"145,000","120,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등사회,,,,0,0,"25,000",
3883,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,672,"170,000","120,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등사회,,,,0,0,"50,000",
3884,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"220,000","220,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,0,
3885,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"245,000","220,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,"25,000",
3886,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"270,000","220,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,"50,000",
3887,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"245,000","220,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,"25,000",
3888,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"270,000","220,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,"50,000",
3889,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"220,000","220,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
3890,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,2268,"400,000","400,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수)",,,,0,0,0,
3891,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,2268,"425,000","400,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수)",,,,0,0,"25,000",
3892,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,2268,"450,000","400,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수)",,,,0,0,"50,000",
3893,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,3024,"530,000","530,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수+1)영,수+과",,,,0,0,0,
3894,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,3024,"555,000","530,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수+1)영,수+과",,,,0,0,"25,000",
3895,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,3024,"580,000","530,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수+1)영,수+과",,,,0,0,"50,000",
3896,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,2688,"525,000","500,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수+1)영,수+국,사",,,,0,0,"25,000",
3897,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,2688,"500,000","500,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수+1)영,수+국,사",,,,0,0,0,
3898,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,2688,"550,000","500,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(영,수+1)영,수+국,사",,,,0,0,"50,000",
3899,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,4368,"650,000","650,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(전과목)국,영,수,사,과",,,,0,0,0,
3900,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,4368,"675,000","650,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(전과목)국,영,수,사,과",,,,0,0,"25,000",
3901,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,4368,"700,000","650,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(전과목)국,영,수,사,과",,,,0,0,"50,000",
3902,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"85,000","60,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등과학,,,,0,0,"25,000",
3903,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"110,000","60,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등과학,,,,0,0,"50,000",
3904,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"60,000","60,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,초등과학,,,,0,0,0,
3905,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"85,000","60,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등국어,,,,0,0,"25,000",
3906,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"60,000","60,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,초등국어,,,,0,0,0,
3907,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"110,000","60,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등국어,,,,0,0,"50,000",
3908,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"60,000","60,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,초등사회,,,,0,0,0,
3909,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"85,000","60,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등사회,,,,0,0,"25,000",
3910,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,5,1개월0일,420,"110,000","60,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등사회,,,,0,0,"50,000",
3911,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"180,000","180,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,초등수학,,,,0,0,0,
3912,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"205,000","180,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등수학,,,,0,0,"25,000",
3913,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"230,000","180,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등수학,,,,0,0,"50,000",
3914,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"180,000","180,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
3915,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"230,000","180,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,"50,000",
3916,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,10,1개월0일,1260,"205,000","180,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,"25,000",
3917,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,2016,"320,000","320,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,초등종합(영수),,,,0,0,0,
3918,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,2016,"345,000","320,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등종합(영수),,,,0,0,"25,000",
3919,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,2016,"370,000","320,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,초등종합(영수),,,,0,0,"50,000",
3920,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,2688,"425,000","400,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"초등종합(영수+1)영,수+국,사,과",,,,0,0,"25,000",
3921,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,2688,"400,000","400,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,"초등종합(영수+1)영,수+국,사,과",,,,0,0,0,
3922,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,2688,"450,000","400,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"초등종합(영수+1)영,수+국,사,과",,,,0,0,"50,000",
3923,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,3528,"510,000","510,000",0,20221014
,,,,,보습,,,,0,0,0,
,,,,,"초등종합(전과목)국,영,수,사,과",,,,0,0,0,
3924,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,3528,"535,000","510,000","25,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"초등종합(전과목)국,영,수,사,과",,,,0,0,"25,000",
3925,포항양덕점엠베스트에스이학원,054-276-9660,"경상북도 포항시 북구 양덕로50번길 6 , 3층 (양덕동)",8,보통교과,9,1개월0일,3528,"560,000","510,000","50,000",20221014
,,,,,보습,,,,0,0,0,
,,,,,"초등종합(전과목)국,영,수,사,과",,,,0,0,"50,000",
3926,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,960,"100,000","100,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"AMC영어특강A(초,중,고)",,,,0,0,0,
3927,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,1920,"200,000","200,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"AMC영어특강B(초,중,고)",,,,0,0,0,
3928,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,2880,"300,000","300,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"AMC영어특강C(초,중,고)",,,,0,0,0,
3929,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3600,"400,000","400,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"AMC영어특강D(초,중,고)",,,,0,0,0,
3930,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,4400,"500,000","500,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"AMC영어특강E(초,중,고)",,,,0,0,0,
3931,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,5280,"600,000","600,000",0,20220708
,,,,,보습,,,,0,0,0,
,,,,,"AMC영어특강F(초,중,고)",,,,0,0,0,
3932,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"320,000","320,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어고등정규반1,,,,0,0,0,
3933,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"335,000","335,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어고등정규반2,,,,0,0,0,
3934,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"350,000","350,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어고등정규반3,,,,0,0,0,
3935,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,360,0,0,0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(1)(초,중,고)",,,,0,0,0,
3936,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,960,"80,000","80,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(10)(초,중,고)",,,,0,0,0,
3937,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,1040,"90,000","90,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(11)(초,중,고)",,,,0,0,0,
3938,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,1120,"100,000","100,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(12)(초,중,고)",,,,0,0,0,
3939,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,160,"5,000","5,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(2)(초,중,고)",,,,0,0,0,
3940,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,240,"10,000","10,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(3)(초,중,고)",,,,0,0,0,
3941,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,280,"20,000","20,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(4)(초,중,고)",,,,0,0,0,
3942,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,320,"30,000","30,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(5)(초,중,고)",,,,0,0,0,
3943,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,640,"40,000","40,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(6)(초,중,고)",,,,0,0,0,
3944,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,720,"50,000","50,000",0,20220708
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(7)(초,중,고)",,,,0,0,0,
3945,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,800,"60,000","60,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(8)(초,중,고)",,,,0,0,0,
3946,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,880,"70,000","70,000",0,20220708
,,,,,보습,,,,0,0,0,
,,,,,"영어보충(9)(초,중,고)",,,,0,0,0,
3947,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"320,000","320,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어중등정규반1,,,,0,0,0,
3948,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"335,000","335,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어중등정규반2,,,,0,0,0,
3949,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"350,000","350,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어중등정규반3,,,,0,0,0,
3950,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"270,000","270,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어초등정규반1,,,,0,0,0,
3951,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"285,000","285,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어초등정규반2,,,,0,0,0,
3952,포항에이닷영어학원,054-276-5466,"경상북도 포항시 남구 포스코대로 123 , 5층 (이동)",4,보통교과,40,1개월0일,3200,"300,000","300,000",0,20230210
,,,,,보습,,,,0,0,0,
,,,,,영어초등정규반3,,,,0,0,0,
3953,포항장성푸르넷학원,,"경상북도 포항시 북구 대곡로 56 , 4층 (두호동, 대교빌딩)",7,보통교과,6,1개월0일,280,"53,000","53,000",0,20210604
,,,,,보습,,,,0,0,0,
,,,,,중등논술,,,,0,0,0,
3954,포항장성푸르넷학원,,"경상북도 포항시 북구 대곡로 56 , 4층 (두호동, 대교빌딩)",7,보통교과,8,1개월0일,220,"40,000","40,000",0,20210604
,,,,,보습,,,,0,0,0,
,,,,,중등역사,,,,0,0,0,
3955,포항장성푸르넷학원,,"경상북도 포항시 북구 대곡로 56 , 4층 (두호동, 대교빌딩)",7,보통교과,10,1개월0일,1120,"200,000","200,000",0,20210604
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
